beer_name,review_overall,review_aroma,review_appearance,review_palate,review_taste,beer_abv,beer_style,brewery_name,review_count,style_embed
Andy's Ale,4.75,4.75,4.5,4.5,4.75,6.6,American Pale Ale (APA),Minneapolis Town Hall Brewery,2,-0.3648636043071747
Andygator,3.4788732394366195,3.359154929577465,3.5985915492957745,3.5246478873239435,3.459507042253521,8.0,Maibock / Helles Bock,Abita Brewing Co.,284,0.46534162759780884
Angel,4.0,4.0,4.0,4.0,4.0,4.3,English Bitter,Wylam Brewery,1,0.18195044994354248
Angel Ale,3.588235294117647,3.2058823529411766,3.823529411764706,3.5,3.411764705882353,4.7,English Pale Ale,Federation Brewery Ltd,17,-0.2627007067203522
Angel's Abbey,3.6666666666666665,3.6666666666666665,4.166666666666667,3.8333333333333335,3.6666666666666665,7.0,Dubbel,Minneapolis Town Hall Brewery,3,0.40801912546157837
Angel's Nectar,4.0,4.0,3.5,3.5,4.0,7.0,American Pale Wheat Ale,Baying Hound Aleworks,1,-0.30808117985725403
Anglers Ale,3.0,3.5,3.5,3.5,3.0,6.0,American Pale Ale (APA),Island Cafe & Brew Pub,1,-0.3648636043071747
Angoulême 2007,3.0,3.0,3.0,3.0,3.5,6.0,Belgian Pale Ale,Brasserie Artisanale Océane,1,-0.17921850085258484
Angrier Birds Imperial Belgian Rye IPA,3.75,3.75,4.0,4.0,3.75,10.0,Belgian IPA,Haymarket Pub & Brewery,2,-0.09316614270210266
Angry Amber Ale,1.75,3.0,3.0,1.75,1.75,4.5,American Amber / Red Ale,Angry Cedar Brewing Company,2,-0.3161865174770355
Angry Birds Belgian Rye IPA,3.9,3.9,4.0,4.0,3.7,7.5,Belgian IPA,Haymarket Pub & Brewery,5,-0.09316614270210266
Angry Chewbacca,4.0,4.0,4.0,4.0,4.0,6.4,American IPA,John Harvard's Brewery & Ale House,1,-0.28257158398628235
Angry Orphan Oatmeal Stout,4.0,3.75,4.0,3.5,4.25,5.1,Oatmeal Stout,Black Forest Brew Haus & Grill,2,-0.09642744064331055
Angry Pete's Palisade,4.0,4.0,4.0,4.0,4.0,5.5,American Pale Ale (APA),Crossroads Brewing Company,1,-0.3648636043071747
Angry Planet Organic Pale Ale,3.808333333333333,3.575,3.908333333333333,3.675,3.683333333333333,6.0,American Pale Ale (APA),Flat Earth Brewing Company,60,-0.3648636043071747
Angst Alt Lager,3.5,3.5,3.0,3.5,3.5,5.0,American Amber / Red Lager,Firehouse Brewing Co.,1,-0.13555514812469482
Angus Og Ale,3.6666666666666665,3.8333333333333335,4.166666666666667,3.6666666666666665,3.5,4.5,English Bitter,Islay Ale Co. Ltd.,3,0.18195044994354248
Angus Springs Organic Brown Ale,4.5,5.0,4.5,3.0,4.0,5.0,American Brown Ale,Golden Valley Brewery and Pub,1,-0.33238479495048523
Angélus Blonde,4.0,3.6666666666666665,3.8333333333333335,3.5,3.6666666666666665,7.0,Belgian Strong Pale Ale,Brasserie Brootcoorens,3,-0.18522727489471436
Angélus Brune,3.75,3.875,3.75,3.375,3.5,7.0,Belgian Strong Dark Ale,Brasserie Brootcoorens,4,-0.16589781641960144
Angélus Spéciale Noël,3.0,3.25,2.75,3.0,3.375,7.0,Belgian Strong Pale Ale,Brasserie Brootcoorens,4,-0.18522727489471436
Animée Clear Beer,1.0,1.0,1.5,1.5,2.0,4.0,Euro Pale Lager,Coors Brewers Ltd,1,0.1341695338487625
Anisocoria,4.0,4.25,4.0,4.125,4.5,18.0,American Barleywine,Orlando Brewing Partners,4,-0.10246458649635315
Aniversario Pao De Acucar,4.0,2.5,3.0,3.5,3.0,5.0,German Pilsener,Cervejaria Baden Baden,1,0.5836557149887085
Ankle Biter,3.85,3.45,3.65,3.7,3.6,5.2,Altbier,III Dachshunds/City Lounge,10,0.5084108114242554
"Ankle Biter Ale ""06",3.5,3.5,3.5,3.5,4.0,10.82,English Barleywine,Broad Ripple Brew Pub,1,0.0043510496616363525
Ankle Biter Ale '07,4.0,4.0,3.5,4.0,4.0,9.8,English Barleywine,Broad Ripple Brew Pub,1,0.0043510496616363525
Anna Festbier,4.0,4.25,3.75,4.0,4.25,5.5,Märzen / Oktoberfest,Brauerei Josef Greif,2,0.37413153052330017
Anna-Fest-Bier,4.5,4.0,3.5,4.0,4.0,5.7,Märzen / Oktoberfest,Brauerei Wolfshöhe K. u. F. Weber GmbH & Co. KG,2,0.37413153052330017
Annadel Pale Ale,3.8333333333333335,3.5833333333333335,3.8333333333333335,3.8333333333333335,3.8333333333333335,5.2,English Pale Ale,Third Street Aleworks,6,-0.2627007067203522
Anne,3.1666666666666665,3.8333333333333335,4.0,3.5,3.0,8.0,Saison / Farmhouse Ale,Saint Somewhere Brewing Company,3,-0.23191258311271667
Annedale Spruce,3.5,4.0,3.5,3.5,4.0,6.0,Herbed / Spiced Beer,Brasserie Dieu Du Ciel,1,0.009793311357498169
Annie Schwarz Black Lager,4.0,3.8333333333333335,3.6666666666666665,3.9166666666666665,4.0,5.1,Schwarzbier,The Tap Brewing Company,6,0.5450350046157837
Annihilator Doppelbock,3.5,3.6666666666666665,4.0,4.0,3.5,8.5,Doppelbock,Alcatraz Brewing Co.,3,0.4923686683177948
Annihilator Double Bock,3.5,3.5,3.25,3.5,3.25,9.5,Doppelbock,Tampa Bay Brewing Co.,2,0.4923686683177948
Annihilator Double IPA,3.6666666666666665,3.8333333333333335,4.166666666666667,4.0,3.5,7.5,American Double / Imperial IPA,Haymarket Pub & Brewery,3,-0.2876265347003937
Anniversary Ale,3.4375,3.5,3.875,3.21875,3.5,7.728571428571429,Irish Red Ale,Barley John's Brew Pub,16,-0.23761996626853943
Anniversary Ale (XV),3.75,3.25,3.75,3.5,3.75,6.8,California Common / Steam Beer,Blue Cat Brew Pub,2,-0.054384857416152954
Anniversary Ale 2003,4.6,4.4,4.5,4.7,4.7,6.8,American IPA,Minneapolis Town Hall Brewery,5,-0.28257158398628235
Anniversary Ale 2004,4.4,4.5,4.5,4.3,4.5,6.8,American Amber / Red Ale,Minneapolis Town Hall Brewery,5,-0.3161865174770355
Anniversary Ale 2005,4.428571428571429,4.285714285714286,4.357142857142857,4.214285714285714,4.5,6.1,American IPA,Minneapolis Town Hall Brewery,7,-0.28257158398628235
Anniversary Ale 2006,4.166666666666667,4.333333333333333,4.333333333333333,4.166666666666667,4.333333333333333,6.599999999999999,American IPA,Minneapolis Town Hall Brewery,3,-0.28257158398628235
Anniversary Ale 2007,4.333333333333333,4.25,4.333333333333333,4.25,4.333333333333333,6.1,American IPA,Minneapolis Town Hall Brewery,6,-0.28257158398628235
Anniversary Ale 2009,4.5,4.2,4.4,4.1,4.1,5.6,American IPA,Minneapolis Town Hall Brewery,5,-0.28257158398628235
Anniversary Ale 2010,3.875,3.5,4.0,3.875,3.625,6.5,American IPA,Minneapolis Town Hall Brewery,4,-0.28257158398628235
Anniversary Ale 2011,4.125,4.375,4.375,4.125,4.375,6.8,American IPA,Minneapolis Town Hall Brewery,4,-0.28257158398628235
Anniversary Altbier,3.5,3.0,3.5,3.5,3.0,5.76,Altbier,Rockyard Brewing,1,0.5084108114242554
Anniversary Barleywine,3.75,3.5,4.0,3.75,4.0,10.0,American Barleywine,Kutztown Tavern,2,-0.10246458649635315
Anniversary Bock,3.5,3.0,3.0,3.0,3.5,6.840000000000001,Bock,Huntington Beach Beer Company,1,0.4529854655265808
Anniversary Charlie,3.5833333333333335,3.3333333333333335,3.5,3.6666666666666665,3.6666666666666665,10.5,American Strong Ale,Rogue Ales,6,-0.3154928982257843
Anniversary Cherry Ale,3.75,3.5,4.0,3.5,4.0,5.3757142857142854,Fruit / Vegetable Beer,Coopersmith's Pub & Brewing,2,-0.01621389389038086
Anniversary Cream Ale,4.5,4.5,4.0,4.0,4.0,4.6,Cream Ale,Hopworks Urban Brewery,1,-0.1892589032649994
Anniversary IPA,4.0,3.875,3.875,3.75,3.75,7.6,American IPA,John Harvard's Brewery & Ale House,4,-0.28257158398628235
Anniversary Porter,4.0,4.25,3.75,3.5,4.0,6.0,American Porter,Mishawaka Brewing Company,2,0.21495984494686127
Anniversary Tripel 2008,4.055555555555555,4.0,3.8333333333333335,3.7777777777777777,3.9444444444444446,9.0,Tripel,Minneapolis Town Hall Brewery,9,0.4301151633262634
Anno Unum,3.5,3.5,4.0,3.75,3.5,9.2,Belgian IPA,Mike Hess Brewing,2,-0.09316614270210266
Another Ale,2.75,3.5,3.5,3.5,2.25,5.84,American Amber / Red Ale,"Jasper Murdock’s Alehouse, Dining Room & Microbrewery",2,-0.3161865174770355
Antagonist ESB,3.6666666666666665,3.5,3.8333333333333335,4.0,4.166666666666667,5.8,Extra Special / Strong Bitter (ESB),Barrier Brewing Company,3,0.13803312182426453
Antebellum Ale,3.4,3.8,3.65,3.65,3.45,5.0,American Pale Ale (APA),Craggie Brewing Company,10,-0.3648636043071747
Anthracite Ale,3.9166666666666665,3.4166666666666665,3.75,3.5833333333333335,3.75,5.5,American Amber / Red Ale,Breaker Brewing Company,6,-0.3161865174770355
Anti Ox,4.285714285714286,4.214285714285714,3.7142857142857144,3.9285714285714284,4.428571428571429,6.0,American Wild Ale,Port Brewing Company / Pizza Port,7,-0.33344998955726624
Anti-Matter Altbier,3.75,3.25,3.75,3.75,3.5,4.8,Altbier,Blue Hills Brewery,2,0.5084108114242554
Anti-Matter Golden Ale,3.5,3.0,2.8333333333333335,3.5,3.8333333333333335,4.8,American Blonde Ale,Blue Hills Brewery,3,-0.2778026759624481
Anti-Matter Pale Ale,3.5833333333333335,3.5555555555555554,3.861111111111111,3.7222222222222223,3.5277777777777777,6.0,American Pale Ale (APA),Blue Hills Brewery,18,-0.3648636043071747
Antipathy Double IPA,3.75,3.5,4.0,4.0,3.5,8.0,American Double / Imperial IPA,Haymarket Pub & Brewery,2,-0.2876265347003937
Antipodal Dark IPA,4.25,3.75,4.25,4.5,4.0,6.9,American Black Ale,Equinox Brewing Company,2,-0.33364155888557434
Antipodean,4.0,4.0,4.5,3.5,4.0,5.2155555555555555,American Pale Ale (APA),Galbraith's Alehouse,1,-0.3648636043071747
Antolini Rye Ale,3.875,3.875,3.875,4.125,3.75,4.88,Rye Beer,John Harvard's Brewery & Ale House,4,-0.07809102535247803
Antwerp Belgian,3.5,3.0,3.5,3.5,3.5,8.1,Belgian Pale Ale,Port Brewing Company / Pizza Port,1,-0.17921850085258484
Anvil Ale ESB,4.037549407114624,3.774703557312253,3.9822134387351777,3.897233201581028,3.911067193675889,5.5,Extra Special / Strong Bitter (ESB),AleSmith Brewing Company,253,0.13803312182426453
Anvil Head,3.7941176470588234,3.6470588235294117,3.7058823529411766,3.6176470588235294,3.676470588235294,5.84,American Amber / Red Ale,Yakima Brewing Co. / Bert Grant's Ales,17,-0.3161865174770355
Anvil Steam,3.75,3.75,4.0,4.25,3.75,5.2,California Common / Steam Beer,Bluegrass Brewing Co. - East St. Matthew's,2,-0.054384857416152954
Apa,1.0,1.5,2.0,1.5,1.5,9.0,Belgian Strong Pale Ale,A Tribbiera,1,-0.18522727489471436
Apache Amber,2.5,2.5,3.0,3.0,2.5,5.84,American Amber / Red Ale,Blue Star Brewing Company,1,-0.3161865174770355
Apache Trout Stout,4.166666666666667,4.0,4.066666666666666,3.933333333333333,4.066666666666666,5.0,American Stout,Mogollon Brewing Company,15,-0.22222724556922913
Ape Ale,4.0,3.5,3.0,3.5,4.0,5.4,English India Pale Ale (IPA),Blue Monkey Brewery,1,-0.2707068622112274
Apeman Ale,4.0,4.0,3.5,4.5,4.0,7.040000000000001,Saison / Farmhouse Ale,John Harvard's Brewery & Ale House,1,-0.23191258311271667
Apex,4.126623376623376,4.107142857142857,4.146103896103896,4.103896103896104,4.211038961038961,7.5,American Double / Imperial IPA,Bear Republic Brewing Co.,154,-0.2876265347003937
Aphrodisiaque,4.173863636363636,4.293181818181818,4.142045454545454,3.9977272727272726,4.222727272727273,6.5,American Stout,Brasserie Dieu Du Ciel,440,-0.22222724556922913
Aphrodite Gold,4.0,3.5,3.0,4.0,4.0,4.42,American Blonde Ale,John Harvard's Brewery & Ale House,1,-0.2778026759624481
Apico,3.625,3.875,3.5,3.5,3.5,16.3,Braggot,Boquébière,4,0.29034867882728577
Apis Mellifera Brown Ale,4.0,3.5,4.0,4.0,4.5,6.0,American Brown Ale,John Harvard's Brewery & Ale House,1,-0.33238473534584045
Apocalypse 5:30,3.0,2.5,2.5,2.5,3.0,9.2,Tripel,District ChopHouse & Brewery,1,0.4301151633262634
Apocalypse IPA,3.74,3.62,3.84,3.7,3.68,6.5,American IPA,10 Barrel Brewing Co.,25,-0.28257158398628235
Apollo 11,4.0,4.0,4.0,4.0,4.0,5.6,American IPA,The Bier Brewery,1,-0.28257158398628235
Apollo Red Ale,2.5,4.0,4.5,3.0,3.5,6.0,American Amber / Red Ale,Lunar Brewing,1,-0.3161865174770355
Appalachian Ale,4.1,3.533333333333333,3.8,3.7,3.433333333333333,5.2155555555555555,American Pale Ale (APA),West Virginia Brewing Company,15,-0.3648636043071747
Appalachian Pale Ale,3.966666666666667,3.8333333333333335,3.7,3.8666666666666667,3.9,5.2155555555555555,American Pale Ale (APA),Smoky Mountain Brewery & Restaurant,30,-0.3648636043071747
Apparition Ale,3.7857142857142856,3.642857142857143,3.5714285714285716,3.642857142857143,3.5714285714285716,4.8,English Bitter,Moon River Brewing Company,7,0.18195044994354248
Apparition Ale Cask With Fuggles Hops,4.0,4.0,3.5,4.0,4.0,4.8,English Bitter,Moon River Brewing Company,1,0.18195044994354248
Apparition Ale Cask With Sovereign Hops,4.0,4.0,4.5,4.0,3.5,4.8,English Bitter,Moon River Brewing Company,1,0.18195044994354248
Appel Weissen,4.0,3.5,3.0,4.0,4.0,5.0,Fruit / Vegetable Beer,Jämtlands Bryggeri AB,1,-0.01621389389038086
Apple Ale,4.175632911392405,4.1044303797468356,3.776898734177215,4.030063291139241,4.170886075949367,4.006329113924051,Fruit / Vegetable Beer,New Glarus Brewing Company,316,-0.01621389389038086
Apple Blossom Wheat,3.0,3.5,3.0,3.0,3.0,4.5,American Pale Wheat Ale,Devils Backbone Brewing Company,1,-0.30808117985725403
Apple Bottom ESB,4.0,4.0,4.0,4.5,4.5,5.1,Extra Special / Strong Bitter (ESB),Half Moon Restaurant & Brewery,1,0.13803312182426453
Apple Chucker,4.5,5.0,4.0,5.0,4.5,5.5,Fruit / Vegetable Beer,Broad Ripple Brew Pub,1,-0.01621389389038086
Apple Honey Ale,3.0,4.0,4.0,3.0,3.0,5.3757142857142854,Fruit / Vegetable Beer,Yakima Brewing Co. / Bert Grant's Ales,1,-0.01621389389038086
Apple Jack Brandy Barrel,3.9166666666666665,3.9166666666666665,3.6666666666666665,3.4166666666666665,4.0,9.4,Tripel,Flying Fish Brewing Company,6,0.4301151633262634
Apple Saison,4.0,3.5,4.0,3.5,4.0,8.0,Saison / Farmhouse Ale,Cigar City Brewing,1,-0.23191258311271667
Apple Stout,3.0,4.0,4.0,3.5,3.5,6.42,American Stout,Tun Tavern,1,-0.22222724556922913
Apple Wit,3.65,3.45,3.95,3.6,3.7,5.4,Witbier,Alley Kat Brewing Company,10,0.44524097442626953
Apricot Ale,3.7142857142857144,3.857142857142857,3.857142857142857,3.2857142857142856,3.642857142857143,5.125,Fruit / Vegetable Beer,C.B. & Potts,7,-0.01621389389038086
Apricot Au Poivre Saison,3.890625,3.875,3.984375,3.859375,3.828125,6.8,Saison / Farmhouse Ale,Nebraska Brewing Company,32,-0.23191258311271667
Apricot Coriander Ale,4.0,4.5,4.0,4.0,4.0,5.3757142857142854,Fruit / Vegetable Beer,McCann's Food & Brew,1,-0.01621389389038086
Apricot Cream Ale,3.25,3.625,3.5,3.125,3.375,4.6,Cream Ale,John Harvard's Brewery & Ale House,4,-0.1892589032649994
Apricot Double IPA,3.75,3.75,4.25,4.0,4.0,9.2,American Double / Imperial IPA,Minneapolis Town Hall Brewery,2,-0.2876265347003937
Apricot Hefeweizen,3.5,3.0,3.25,3.5,3.25,5.7,Hefeweizen,Laht Neppur Brewing Company,2,0.6190725564956665
Apricot Honey Bitter,4.25,4.0,3.875,4.0,4.125,5.5,Fruit / Vegetable Beer,Cigar City Brewing,4,-0.01621389389038086
Apricot Lager,3.5,3.5,4.0,3.5,4.0,5.3757142857142854,Fruit / Vegetable Beer,Kutztown Tavern,1,-0.01621389389038086
Apricot Pale Ale,4.0,3.5,3.25,3.5,3.75,5.0,Fruit / Vegetable Beer,Brewsters Brewing Company & Restaurant - Oliver Square,2,-0.01621389389038086
Apricot Sour,4.0,3.5,4.0,3.5,3.0,6.6,American Wild Ale,Ballast Point Brewing Company,1,-0.33344998955726624
Apricot Wheat,3.8214285714285716,3.8214285714285716,3.6785714285714284,3.642857142857143,3.7857142857142856,4.816666666666666,Fruit / Vegetable Beer,Bullfrog Brewery,14,-0.01621389389038086
Aprihop Wheat,4.25,4.75,4.5,4.0,4.25,5.0,American Pale Wheat Ale,Bullfrog Brewery,2,-0.30808117985725403
Aprikat,3.0476190476190474,3.3095238095238093,3.238095238095238,3.0952380952380953,3.0238095238095237,4.5,Fruit / Vegetable Beer,Alley Kat Brewing Company,21,-0.01621389389038086
April Fuel,4.0,4.0,4.0,4.5,4.0,4.8,American Pale Wheat Ale,Smiles Brewing Co. Ltd,1,-0.30808117985725403
April Showers Spring Wheat,3.375,3.0,3.625,3.25,3.125,5.071428571428571,American Pale Wheat Ale,Chelsea Brewing Company,4,-0.30808117985725403
Apripéche,4.0,3.5,4.0,3.5,4.0,5.4,Fruit / Vegetable Beer,Third Street Aleworks,1,-0.01621389389038086
Apta Para Celiacos,4.0,3.5,3.5,3.5,3.5,5.4,Japanese Rice Lager,Damm S. A.,1,0.16953325271606445
Ar-Men Ambrée,3.0,2.75,3.5,2.75,2.75,5.4,Belgian Dark Ale,Brasserie Britt de Bretagne,2,-0.16723307967185974
Ar-Men Blanche,3.0,2.75,3.0,3.0,2.75,4.8,Witbier,Brasserie Britt de Bretagne,2,0.44524097442626953
Ar-Men Blonde,2.5,2.5,3.0,2.5,2.5,5.0,Belgian Pale Ale,Brasserie Britt de Bretagne,1,-0.17921850085258484
Ar-Men Brune,3.0,2.5,2.0,2.0,2.5,5.4,Belgian Dark Ale,Brasserie Britt de Bretagne,1,-0.16723307967185974
Ar-Men Dorée,3.0,2.5,3.5,2.0,3.0,7.0,Belgian Pale Ale,Brasserie Britt de Bretagne,1,-0.17921850085258484
Aracauna ESB,3.5,3.0,4.5,3.5,3.0,6.0,Extra Special / Strong Bitter (ESB),Growlers,1,0.13803312182426453
Aran's Breakfast Blend,3.5,4.5,4.0,3.0,4.0,6.42,American Stout,Foundry Ale Works,1,-0.22222724556922913
Arany Ászok,2.85,2.45,2.75,2.7,2.65,4.7,Euro Pale Lager,Dreher Brewery,10,0.13416951894760132
"Arboga 6,0 Julöl",3.5,4.0,3.0,3.0,3.5,6.0,Vienna Lager,Carlsberg Sverige AB,1,0.19473281502723694
Arboo,3.25,3.5,3.5,3.5,3.25,8.1,Tripel,Belgoobeer,2,0.4301151633262634
Arbor Bière Divette,4.0,4.0,4.0,4.0,4.0,5.75,Belgian Pale Ale,Arbor Brewing Company,1,-0.17921850085258484
Arbor Brasserie Blonde Belgian,3.3,3.175,3.325,3.1,3.175,5.5,Herbed / Spiced Beer,Arbor Brewing Company,20,0.009793311357498169
Arbor Brasserie Greff Blonde,3.85,4.0,3.85,3.8,3.95,5.75,Belgian Pale Ale,Arbor Brewing Company,10,-0.17921850085258484
Arbor Brewing American Wheat,2.0,3.5,2.5,3.0,2.0,5.071428571428571,American Pale Wheat Ale,Arbor Brewing Company,1,-0.30808117985725403
Arbor Brewing Aurora Arborealis,4.5,4.0,4.0,4.0,4.5,7.6,American Double / Imperial IPA,Arbor Brewing Company,1,-0.2876265347003937
Arbor Brewing Batch 1000 Smoked Lager,3.75,3.9375,3.6875,3.4375,3.75,5.5,Smoked Beer,Arbor Brewing Company,8,0.0705898255109787
Arbor Brewing Bavarian Bliss,3.4204545454545454,3.5454545454545454,3.5,3.3068181818181817,3.352272727272727,5.6,Hefeweizen,Arbor Brewing Company,44,0.6190725564956665
Arbor Brewing Big Ben House Mild,3.5833333333333335,3.7916666666666665,3.5416666666666665,3.25,3.5,3.5,English Pale Mild Ale,Arbor Brewing Company,12,-0.27756550908088684
Arbor Brewing Blackheath Sweet Stout,4.1,3.7,4.0,4.0,3.9,6.0,Milk / Sweet Stout,Arbor Brewing Company,5,-0.16058054566383362
Arbor Brewing Brasserie Blonde Sparkling Ale,3.0555555555555554,3.111111111111111,3.5555555555555554,3.0,3.25,6.0,Witbier,Arbor Brewing Company,18,0.44524097442626953
Arbor Brewing Brasserie Greff Brune,3.75,4.166666666666667,4.125,3.875,3.8333333333333335,6.5,Flanders Oud Bruin,Arbor Brewing Company,12,0.3624408543109894
Arbor Brewing Brasserie Greff Framboise,3.0833333333333335,2.9583333333333335,3.5416666666666665,3.1666666666666665,2.9166666666666665,5.75,Lambic - Fruit,Arbor Brewing Company,12,0.22300663590431213
Arbor Brewing Brasserie Greff Grand Cru,2.5,4.0,4.5,3.0,2.5,6.5,Belgian Pale Ale,Arbor Brewing Company,1,-0.17921850085258484
Arbor Brewing Brasserie Greff Kriek,3.9166666666666665,3.5,3.6666666666666665,3.75,3.8333333333333335,6.459999999999999,Lambic - Fruit,Arbor Brewing Company,6,0.22300663590431213
Arbor Brewing Brasserie Greff Tripel,4.0,4.0,4.0,4.5,4.0,9.4,Tripel,Arbor Brewing Company,1,0.4301151633262634
Arbor Brewing Cry Baby Rye Beer,4.0,4.0,3.0,4.0,3.5,7.75,Rye Beer,Arbor Brewing Company,1,-0.07809102535247803
Arbor Brewing Demetrius,3.8333333333333335,3.7777777777777777,3.7777777777777777,3.9444444444444446,3.888888888888889,7.5,American Wild Ale,Arbor Brewing Company,9,-0.33344998955726624
Arbor Brewing Dirty Love,3.625,3.875,3.625,3.625,3.75,6.42,American Stout,Arbor Brewing Company,4,-0.22222724556922913
Arbor Brewing Duggie Style Rye,3.8333333333333335,3.388888888888889,3.611111111111111,3.6666666666666665,3.7222222222222223,7.5,Rye Beer,Arbor Brewing Company,9,-0.07809102535247803
Arbor Brewing Espresso Love,2.986666666666667,3.48,3.2666666666666666,2.8866666666666667,3.04,7.5,American Stout,Arbor Brewing Company,75,-0.22222724556922913
Arbor Brewing Faricy Fest Irish Stout,3.8684210526315788,3.789473684210526,3.9473684210526314,3.6842105263157894,4.026315789473684,5.0,Irish Dry Stout,Arbor Brewing Company,19,-0.13754349946975708
Arbor Brewing Fat Abbot Tripel,3.8,4.2,3.9,3.8,4.1,10.0,Tripel,Arbor Brewing Company,5,0.4301151633262634
Arbor Brewing Flamboyant Wild Red Ale,3.8461538461538463,4.038461538461538,3.8461538461538463,3.6153846153846154,3.730769230769231,7.08,Flanders Red Ale,Arbor Brewing Company,13,-0.09966769814491272
Arbor Brewing Green Giant Imperial Pilsner,2.5,3.5,3.0,3.5,3.5,7.6,American Double / Imperial Pilsner,Arbor Brewing Company,1,0.27285969257354736
Arbor Brewing HXL,4.142857142857143,4.071428571428571,4.0,4.0,4.142857142857143,7.5,Extra Special / Strong Bitter (ESB),Arbor Brewing Company,7,0.13803312182426453
Arbor Brewing Holy Heifer!,4.0,4.5,4.5,4.0,4.5,6.0,American Pale Wheat Ale,Arbor Brewing Company,1,-0.30808117985725403
Arbor Brewing Huxell Best Bitter,3.9545454545454546,3.6818181818181817,3.5,3.590909090909091,4.045454545454546,3.25,English Bitter,Arbor Brewing Company,11,0.18195044994354248
Arbor Brewing Indian Summer Berliner Weisse,3.0,3.0,3.0,3.0,3.0,4.5,Berliner Weissbier,Arbor Brewing Company,1,0.5652379989624023
Arbor Brewing JB's Downtown Brown Ale,4.0,3.0,3.0,3.0,3.5,5.5,American Brown Ale,Arbor Brewing Company,1,-0.33238479495048523
Arbor Brewing Jackhammer Old Ale,3.4193548387096775,3.4838709677419355,3.6774193548387095,3.403225806451613,3.5161290322580645,9.3,Old Ale,Arbor Brewing Company,31,-0.208486407995224
Arbor Brewing Larry Hoppe Imperial IPA,4.0,3.6666666666666665,3.5,4.166666666666667,4.0,9.0,American Double / Imperial IPA,Arbor Brewing Company,3,-0.2876265347003937
Arbor Brewing Mackinac Island Fudge Stout,2.9583333333333335,3.3333333333333335,2.875,2.625,2.9583333333333335,5.0,American Stout,Arbor Brewing Company,24,-0.22222724556922913
Arbor Brewing Michael Faricy's Stout,3.357142857142857,3.5714285714285716,3.7142857142857144,3.5,3.357142857142857,4.5,Irish Dry Stout,Arbor Brewing Company,7,-0.13754349946975708
Arbor Brewing Milestone Porter,3.9761904761904763,4.071428571428571,4.214285714285714,3.9285714285714284,4.0476190476190474,5.2,American Porter,Arbor Brewing Company,21,0.21495984494686127
Arbor Brewing No Parking Pilsner,3.65,3.35,3.25,3.55,3.5,6.0,German Pilsener,Arbor Brewing Company,10,0.5836557149887085
Arbor Brewing Oatmeal Java Breakfast Stout,3.3333333333333335,3.1666666666666665,3.6666666666666665,3.8333333333333335,3.6666666666666665,8.0,Oatmeal Stout,Arbor Brewing Company,3,-0.09642744064331055
Arbor Brewing Oktoberfest,3.4166666666666665,3.0833333333333335,3.0833333333333335,3.0833333333333335,2.8333333333333335,5.94,Märzen / Oktoberfest,Arbor Brewing Company,6,0.37413153052330017
Arbor Brewing Olde Number 22 Alt Bier,3.581818181818182,3.418181818181818,3.881818181818182,3.3545454545454545,3.3727272727272726,5.5,Altbier,Arbor Brewing Company,55,0.5084108114242554
Arbor Brewing Olde Number 33 Alt Bier,4.5,4.5,4.0,4.0,4.5,8.0,Altbier,Arbor Brewing Company,1,0.5084108114242554
Arbor Brewing Penumbra,3.5,4.0,3.5,4.0,4.0,6.0,American Wild Ale,Arbor Brewing Company,1,-0.33344998955726624
Arbor Brewing Phat Abbot Abbey Normal,3.5,3.5,3.5,3.5,4.0,6.0,Belgian Pale Ale,Arbor Brewing Company,1,-0.17921850085258484
Arbor Brewing Phat Abbot Belgian Dubbel,3.578125,3.484375,3.5,3.46875,3.59375,8.0,Dubbel,Arbor Brewing Company,32,0.40801912546157837
Arbor Brewing Phat Abbot Belgian Triple,3.675675675675676,3.7432432432432434,3.527027027027027,3.4324324324324325,3.7027027027027026,10.0,Tripel,Arbor Brewing Company,37,0.4301151633262634
Arbor Brewing Phat Abbot Flemish Noir,3.0,3.0,3.0,3.0,3.0,7.2,American Wild Ale,Arbor Brewing Company,1,-0.33344998955726624
Arbor Brewing Phat Abbot Special Reserve,2.8333333333333335,3.3333333333333335,3.6666666666666665,3.6666666666666665,3.1666666666666665,9.0,Belgian Strong Dark Ale,Arbor Brewing Company,3,-0.16589781641960144
Arbor Brewing Pivo Baltic Porter,4.0,4.5,4.0,4.0,4.5,7.5,Baltic Porter,Arbor Brewing Company,1,0.40346282720565796
Arbor Brewing Red Snapper Roasted Pale Ale,4.0,3.8333333333333335,4.0,4.0,4.0,5.2,American Pale Ale (APA),Arbor Brewing Company,3,-0.3648636043071747
Arbor Brewing Red Snapper Special Bitter,3.4107142857142856,3.5892857142857144,3.6607142857142856,3.3035714285714284,3.3392857142857144,4.9,American Amber / Red Ale,Arbor Brewing Company,56,-0.3161865174770355
Arbor Brewing Sacred Cow IPA,3.8038461538461537,3.769230769230769,3.9346153846153844,3.7576923076923077,3.8,6.8,American IPA,Arbor Brewing Company,130,-0.28257158398628235
Arbor Brewing Saison,4.0625,4.125,3.9375,4.0625,4.0625,7.040000000000001,Saison / Farmhouse Ale,Arbor Brewing Company,8,-0.23191258311271667
Arbor Brewing Sodibo Barrel Aged Blond Ale (Sour Series),3.75,3.375,3.5,3.375,3.875,6.44,American Wild Ale,Arbor Brewing Company,4,-0.33344998955726624
